"product_reference";"source_name";"source_category";"source_type";"source_row_count";"odoo_id";"odoo_name";"odoo_category";"odoo_type";"odoo_active";"decision";"notes"
"4402AGNBL";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU KIA SPORTAGE 95-04MO 2.00";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4418AGNBLV";"PB VTBL KIA SORENTO 1             02-09";"Pare-brise";"product";"12";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4418ASMR";"JC PB KIA SORENTO 1                02-09";"Joint";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4418RGNR5FDW";"GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT KIA SORENTO 1 02-09";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4418RGPR5RVZ";"DÉFLECTEUR ARRIÈRE DROIT TEINTÉ VERT FONCE KIA SORENTO 1 02-09";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4422AGN1P";"PB VT KIA PICANTO NOUV EMB  09-11";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4422ASMH";"JC PB KIA PICANTO                  04-11";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4422BGNH1H";"LUN VT KIA PICANTO                 04-11";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4422LGNH5RV";"DEFL ARG VT KIA PICANTO     04-11";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4422RGNH5RV";"DEFL.ARD VT KIA PICANTO        04-11";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4423AGNBL";"PB VTBL KIA K2500/K2700K2900 PU  00-";"Pare-brise";"product";"13";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424AGNBL";"PB VTBL KIA SPORTAGE II            05-10";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424AGNBLH";"PB VTBL KIA SPORTAGE II CHAUFF     05-10";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424ASMR";"JC PB KIA SPORTAGE II              04-10";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424LLGR5FDW";"DESC AVG VT KIA SPORTAGE  05-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424LLGR5RDW";"DESC ARG VT SPORTAGE 05-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4424LYPR5RDW";"DESC ARG PRIVACY SPORTAGE 05-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4429BYPM";"LUN PRIVACY KIA CARNIVAL II       06-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4430AGNBLHMV1P";"PB VTBL CARENS 3 CHAUF CAPT 07-13";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4430ASMM";"JC PB KIA CARENS 3                07-13";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4430RGNM5FD";"DESC AVD VT KIA CARENS 3  06-13";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4431AGNMV1P";"PB VT KIA CEE D  CAPT           07-12";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4431ASMH";"JC PB KIA CEE D                    07-12";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4431BGNHW1H";"LUN VT KIA CEE D 3/5P TROU   07-12";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4433AGNMV1P";"PB VT KIA PRO CEE D  CAPT    07-13";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4433ASMH";"JC PB KIA PRO CEE D                07-13";"Joint";"product";"6";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4433BGNH1H";"LUN VT KIA PRO CEE D 3P  TROU EG 07-10";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4433LGNH3FD1M";"GLACE DESCENDANTE AVANT GAUCHE TEINTÉ VERT KIA PRO CEE D 3 PORTES 10-13MO 0.40";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434AGS";"PB VT KIA SOUL I LHD               09-14";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434AGSBL";"PB VTBL KIA SOUL I LHD          09-14";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434ASMHT";"JC SUP.PB KIA SOUL I               09-14";"Joint";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434BGSHB";"LUN VT KIA SOUL I                  09-14";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434BYDHB";"LUN PRIVACY KIA SOUL I       09-14";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4434RYDH5RD";"GLACE DESCENDANTE ARRIÈRE DROIT PRIVACY KIA SOUL I 09-14";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435AGSMV1B";"PB VT KIA VENGA  CAPT          09-18";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435AGSV";"PB VT KIA VENGA                 09-18";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435ASMML";"JC PB GAUCHE KIA VENGA T TOLE 09-18";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435ASMMR";"JC PB DROIT KIA VENGA T TOLE 09-18";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435BGNM";"LUN VT KIA VENGA           09-18";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4435LGNM5RD";"DESC ARG VT KIA VENGA    09-18";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4437AGSBLHMV1B";"PB VTBL KIA SORENTO 2 CHAUF CAPT 10-12";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4437AGSHMV1B";"PB VT KIA SORENTO LHD CHAUF/CAP 10-15";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4437ASMRT";"JC SUP PB KIA SORENTO II       09-15";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4437BGNRI1J";"LUN VT KIA SORENTO 12-15";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4437BYPR";"LUN.PRIVACY KIA SORENTO 10-12";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438AGABLMV1B";"PB VTBL ACO SPORTAGE III  CAPT  14-16";"Pare-brise";"product";"15";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438AGABLV";"PB VTBL ACO KIA SPORTAGE III       14-16";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438AGABLV1B";"PB VTBL ACO KIA SPORTAGE III       14-16";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438AGNBLHMV";"PB VTBL KIA SPORTAGE LHD CHAUF/CAP 10-16";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438AGNBLMV1B";"PB VTBL KIA SPORTAGE III  CAPT 10-16";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438ASMR";"JC PB KIA SPORTAGE 3           10-16";"Joint";"product";"16";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438BGNRB";"LUN.VT KIA SPORTAGE 10-";"Lunette";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438BGNRB1J";"LUN VT KIA SPORTAGE SS BECQUET 10-16";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438BYPRB";"LUNETTE PRIVACY KIA SPORTAGE 10-16";"Lunette";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438LGNR5FD";"DESC AVG VT KIA SPORTAGE 10-16";"Glace laterale";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RGNR5FD";"GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT KIA SPORTAGE 10-16";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RGNR5FD1M";"DESC.AVD VT KIA SPORTAGE 10-";"Glace laterale";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RGNR5RD";"DESC ARD VT KIA SPORTAGE 10-16";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RGNR5RV";"DFL ARD KIA SPORTAGE";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RGPR5RD";"DESC ARD VT FONC KIA SPORTAGE 10-16";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4438RYPR5RD";"DESC ARD PRIVACY KIA SPORTAGE 10-16";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439AGN";"PB VT KIA PICANTO 3/5P LHD 11-";"Pare-brise";"product";"16";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439AGN-PERDU";"PB VT KIA PICANTO 3/5P LHD 11-17";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439ASMH";"JC KIA PICANTO 11-";"Joint";"product";"14";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439ASMH-PERDU";"JC KIA PICANTO 11-17";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439BGNHI1H";"LUNETTE TEINTÉ VERT KIA PICANTO 3 ET 5 PORTES 11-17";"Lunette";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439BYPHI1H";"LUN PRIV KIA PICANTO 3/5P 11-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439LGNH3FDW1M";"DESC AVG KIA PICANTO 11-17";"Glace laterale";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439LGNH5FDW1M";"DESC AVG VT KIA PICANTO 5P 11-17";"Glace laterale";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439LGNH5RV";"DEFL ARG VT KIA PICANTO 5P 11-17";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439RGNH3FDW1M";"DESC AVD VT KIA PICANTO 3P 11-17";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439RGNH5FDW1M";"DESC AVD VT KIA PICANTO 5P 11-17";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4439RGNH5RV";"DEFL ARD VT KIA PICANTO 5P 11-17";"Glace laterale";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4440AGNMV1B";"PB VT KIA RIO III LHD CAPT      11-17";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4440AGSBLMOV1B";"PB VTBL KIA RIO III LHD CAPT HUMID 11-17";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4440ASMH";"JC PB VT KIA RIO III 5P 11-17";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4440BGNHI";"LUN VT KIA RIO III 5P AVEC TROU 11-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442AGNBLPV";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU KIA CEE D CONDUITE À GAUCHE 12-15";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442AGNV";"PB VT KIA CEE D LHD         12-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442ASMH";"JC PB KIA CEED  12-";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442BGNHI";"LUN VT KIA CEE D 5P          12-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442BYPHI";"LUNETTE PRIVACY KIA CEE D 5 PORTES HAYON 12-MO 1.50";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442LGNH5FQZ1D";"CUSTODE AVANT GAUCHE TEINTÉ VERT CEE D 5 PORTES HAYON BREAK CHROME 12-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4442RGNH5RDW";"DESC ARD VT KIA CEE D 5P 12-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4443AGNBLMOV";"PB VTBL KIA CARENS CAPT VAP 13-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4443BYPMI";"LUN PRIV KIA CARENS     13-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4444AGNBLPV";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU KIA PRO CEE D 3 PORTES CAPTEUR DE PLUIE";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4444AGNBLPV1B";"PB VTBL KIA PRO CEE D 3P  CAPT     15-18";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4444ASMH";"JC PB KIA PRO CEE D 3P             12-18";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4445AGSBLV";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU KIA SOUL II CONDUITE À GAUCHE 14-2.2";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4445ASMHL";"ENJOLIVEUR PARE-BRISE GAUCHE KIA SOUL II      14-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4445ASMHR";"ENJOLIVEUR PARE-BRISE DROIT KIA SOUL II      14-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4445ASMHT";"JC SUP PB KIA SOUL II      14-19";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4446AGRBLHMVW";"PB VTBL KIA SORENTO CHAUF CAPT 15-20";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4446ASMRT";"JC SUP PB KIA SORENTO III 15-20";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4446BYPRI";"LUN PRIVACY KIA SORENTO III 15-";"Lunette";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4447AGABLIMOVW";"PB VTBL AC SPORTAGE 4   CAPT  16-";"Pare-brise";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4447AGABLVW";"PB VTBL AC SPORTAGE 4   16-";"Pare-brise";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4447ASMR";"JC SUP  PB KIA SPORTAGE 4      16-";"Joint";"product";"9";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4447BGSRI";"LUN VT KIA SPORTAGE 4  16-21";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
