product_reference;product_name;source_type;target_category;target_subcategory;product_type;stockable;eurocode_format_valide;supplier;purchase_price;cost_price;public_price;other_code;internal_eurocode;eurocode_divergent;source_row_count;source_places;import_status;notes
4167AGSBLCIMO2Z;PB VTBL KONA LHD CAPT CAM 17-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;186,73;410,8;233,41;;4167AGSBLCIMO2Z;false;1;R502;import;Rapprochement Odoo par default_code a effectuer.
4167AGSBLCIMO3Z;PB VTBL KONA LHD CAPT CAM VAP 21-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;180,27;396,6;225,34;;4167AGSBLCIMO3Z;false;1;R605;import;Rapprochement Odoo par default_code a effectuer.
4167ASMR;JC PB HYUNDAI KONA    17-;jOINTS;Joint;;product;true;true;VSF Centre;25,6;56,32;32;;4167ASMR;false;4;J5B | J8D | J2G;import;Doublon source consolide : controler quantites, prix et emplacements.
4167RGNR5FDW1M;DESC AVD VT HYUNDAI KONA    17-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;56,8;124,96;71;;4167RGNR5FDW1M;false;1;R907;import;Rapprochement Odoo par default_code a effectuer.
4177RGNH5RV;DEFL ARD VT HYUNDAI I10  20-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;43,03;94,67;56,62;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4178AGNV;PB VT HYUNDAI I20 LHD 5PTES / BAYON 20-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;159,01;349,82;198,76;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4178BGNHI;LUN VT HYUNDAI I20 5PTES  20-;LUNETTES;Lunette;;product;true;true;VSF Centre;203,91;448,61;254,89;;4178BGNHI;false;1;R926;import;Rapprochement Odoo par default_code a effectuer.
4178RGNH5FDW;DESC AVD VT HYUNDAI I20 5P / BAYON  20-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;69,34;152,54;86,67;;4178RGNH5FDW;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4179AGACIMOV;PB VT ACO TUCSON CAPT CAM HUM 21-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;140,25;308,55;184,54;;;false;1;R525;import;Rapprochement Odoo par default_code a effectuer.
4179AGRCIMOV;PB VT ACO ABS TUCSON CAPT CAM HUM 21-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;175,2;385,44;219;;;false;1;R630;import;Rapprochement Odoo par default_code a effectuer.
4179ASMRT;JC SUP PB HYUNDAI TUCSON  21-;JOINTS;Joint;;product;true;true;VSF Centre;8,91;19,61;11,73;;;false;2;J4A | J6C;import;Doublon source consolide : controler quantites, prix et emplacements.
4179RYPR5RQZ;CUST ARD PRIVACY HYUNDAI TUCSON 21-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;76,55;168,41;95,69;;;false;1;R908;import;Rapprochement Odoo par default_code a effectuer.
4340AGSCMVZ;PB VT JAGUAR F-PACE  CAPT  CAM 15-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;170,62;375,37;213,28;;4340AGSCMVZ;false;1;R518;import;Rapprochement Odoo par default_code a effectuer.
4340LGSR5FD1M;DESC AVG VT JAGUAR F-PACE  15-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,07;116,76;66,34;;4340LGSR5FD1M;false;1;R905;import;Rapprochement Odoo par default_code a effectuer.
4340RGSR5FD1M;DESC AVD VT JAGUAR F-PACE  15-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,07;116,76;66,34;;4340RGSR5FD1M;false;1;R907;import;Rapprochement Odoo par default_code a effectuer.
4402AGNBL;PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU KIA SPORTAGE 95-04MO 2.00;PARE BRISE;Pare-brise;;product;true;true;INVENTAIRE;186,03;409,27;186,03;;4402AGNBL;false;1;R135;import;Rapprochement Odoo par default_code a effectuer.
4418AGNBLV;PB VTBL KIA SORENTO 1             02-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;103,2;227,04;129;;4418AGNBLV;false;12;R315 | R426 | R235 | R334 | R333 | R406 | R436 | R614 | R601 | R716 | R519 | R324;import;Doublon source consolide : controler quantites, prix et emplacements.
4418ASMR;JC PB KIA SORENTO 1                02-09;JOINTS;Joint;;product;true;true;VSF Centre;23,2;51,04;29;;4418ASMR;false;10;R315 | R426 | Centre | R334 | R333 | J004 | JT003 | R614 | R601 | J6B;import;Doublon source consolide : controler quantites, prix et emplacements.
4418RGNR5FDW;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT KIA SORENTO 1 02-09;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;176,26;176,26;176,26;;4418RGNR5FDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4418RGPR5RVZ;DÉFLECTEUR ARRIÈRE DROIT TEINTÉ VERT FONCE KIA SORENTO 1 02-09;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;48,36;48,36;48,36;;4418RGPR5RVZ;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4422AGN1P;PB VT KIA PICANTO NOUV EMB  09-11;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;97,1;213,63;121,38;;4422AGN1P;false;3;R301 | R518 | R420;import;Doublon source consolide : controler quantites, prix et emplacements.
4422ASMH;JC PB KIA PICANTO                  04-11;JOINTS;Joint;;product;true;true;VSF Centre;12,24;26,93;15,3;;4422ASMH;false;4;R301 | R518 | J4D;import;Doublon source consolide : controler quantites, prix et emplacements.
4422BGNH1H;LUN VT KIA PICANTO                 04-11;LUNETTES;Lunette;;product;true;true;VSF Centre;108,44;238,57;135,55;;4422BGNH1H;false;2;Centre | R930;import;Doublon source consolide : controler quantites, prix et emplacements.
4422LGNH5RV;DEFL ARG VT KIA PICANTO     04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,09;68,39;38,86;;4422LGNH5RV;false;1;GENIPA;import;Rapprochement Odoo par default_code a effectuer.
4422RGNH5RV;DEFL.ARD VT KIA PICANTO        04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;25,6;56,32;32;;4422RGNH5RV;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4423AGNBL;PB VTBL KIA K2500/K2700K2900 PU  00-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;113,42;249,53;141,78;;4423AGNBL;false;13;R605 | R532 | Génipa | R630 | CASSE | R607 | R730 | R311 | R722 | R612 | R208 | R631;import;Doublon source consolide : controler quantites, prix et emplacements.
4424AGNBL;PB VTBL KIA SPORTAGE II            05-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;125,26;275,56;156,57;;4424AGNBL;false;1;R520;import;Rapprochement Odoo par default_code a effectuer.
4424AGNBLH;PB VTBL KIA SPORTAGE II CHAUFF     05-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;159,73;351,4;199,66;;4424AGNBLH;false;2;R537 | R716;import;Doublon source consolide : controler quantites, prix et emplacements.
4424ASMR;JC PB KIA SPORTAGE II              04-10;JOINTS;Joint;;product;true;true;VSF Centre;20,18;44,39;25,22;;4424ASMR;false;2;R537 | J5D;import;Doublon source consolide : controler quantites, prix et emplacements.
4424LLGR5FDW;DESC AVG VT KIA SPORTAGE  05-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;66,91;147,21;83,64;;4424LLGR5FDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4424LLGR5RDW;DESC ARG VT SPORTAGE 05-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;47,47;104,44;59,34;;4424LLGR5RDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4424LYPR5RDW;DESC ARG PRIVACY SPORTAGE 05-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;76,75;168,85;95,94;;4424LYPR5RDW;false;1;R905;import;Rapprochement Odoo par default_code a effectuer.
4429BYPM;LUN PRIVACY KIA CARNIVAL II       06-;LUNETTES;Lunette;;product;true;true;VSF Centre;482,35;1061,17;602,94;;4429BYPM;false;1;R927;import;Rapprochement Odoo par default_code a effectuer.
4430AGNBLHMV1P;PB VTBL CARENS 3 CHAUF CAPT 07-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;158,89;349,55;198,61;;4430AGNBLHMV1P;false;1;R516;import;Rapprochement Odoo par default_code a effectuer.
4430ASMM;JC PB KIA CARENS 3                07-13;JOINTS;Joint;;product;true;true;VSF Centre;25,14;55,3;31,42;;4430ASMM;false;1;R516;import;Rapprochement Odoo par default_code a effectuer.
4430RGNM5FD;DESC AVD VT KIA CARENS 3  06-13;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;62,07;136,56;77,59;;4430RGNM5FD;false;1;R222;import;Rapprochement Odoo par default_code a effectuer.
4431AGNMV1P;PB VT KIA CEE D  CAPT           07-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;116,86;257,08;146,07;;4431AGNMV1P;false;3;Centre | R620 | R510;import;Doublon source consolide : controler quantites, prix et emplacements.
4431ASMH;JC PB KIA CEE D                    07-12;JOINTS;Joint;;product;true;true;VSF Centre;13,37;29,41;16,71;;4431ASMH;false;3;Centre | R620 | J6B;import;Doublon source consolide : controler quantites, prix et emplacements.
4431BGNHW1H;LUN VT KIA CEE D 3/5P TROU   07-12;LUNETTES;Lunette;;product;true;true;VSF Centre;115,6;254,32;144,5;;4431BGNHW1H;false;1;R612;import;Rapprochement Odoo par default_code a effectuer.
4433AGNMV1P;PB VT KIA PRO CEE D  CAPT    07-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;97,1;213,63;121,38;;4433AGNMV1P;false;5;R434 | R403 | Centre | R604 | R525;import;Doublon source consolide : controler quantites, prix et emplacements.
4433ASMH;JC PB KIA PRO CEE D                07-13;JOINTS;Joint;;product;true;true;VSF Centre;16,24;35,73;20,3;;4433ASMH;false;6;R434 | R403 | Centre | R604 | R525 | J7A;import;Doublon source consolide : controler quantites, prix et emplacements.
4433BGNH1H;LUN VT KIA PRO CEE D 3P  TROU EG 07-10;LUNETTES;Lunette;;product;true;true;VSF Centre;125,31;275,69;156,64;;4433BGNH1H;false;1;R912;import;Rapprochement Odoo par default_code a effectuer.
4433LGNH3FD1M;GLACE DESCENDANTE AVANT GAUCHE TEINTÉ VERT KIA PRO CEE D 3 PORTES 10-13MO 0.40;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;93,28;93,28;93,28;;4433LGNH3FD1M;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4434AGS;PB VT KIA SOUL I LHD               09-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;93,17;204,97;116,46;;4434AGS;false;5;R226 | Centre | R408 | R704 | R409;import;Doublon source consolide : controler quantites, prix et emplacements.
4434AGSBL;PB VTBL KIA SOUL I LHD          09-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;131,86;290,08;164,82;;4434AGSBL;false;2;R504 | R638;import;Doublon source consolide : controler quantites, prix et emplacements.
4434ASMHT;JC SUP.PB KIA SOUL I               09-14;JOINTS;Joint;;product;true;true;VSF Centre;5,57;12,25;6,96;;4434ASMHT;false;7;R226 | Centre | R408 | JT013 | R638 | J8E | J10E;import;Doublon source consolide : controler quantites, prix et emplacements.
4434BGSHB;LUN VT KIA SOUL I                  09-14;LUNETTES;Lunette;;product;true;true;VSF Centre;125,31;275,69;156,64;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4434BYDHB;LUN PRIVACY KIA SOUL I       09-14;LUNETTES;Lunette;;product;true;true;VSF Centre;135,03;297,07;168,79;;4434BYDHB;false;1;R903;import;Rapprochement Odoo par default_code a effectuer.
4434RYDH5RD;GLACE DESCENDANTE ARRIÈRE DROIT PRIVACY KIA SOUL I 09-14;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;187,88;187,88;187,88;;4434RYDH5RD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4435AGSMV1B;PB VT KIA VENGA  CAPT          09-18;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;116,86;257,08;146,07;;4435AGSMV1B;false;2;CASSE | R526;import;Doublon source consolide : controler quantites, prix et emplacements.
4435AGSV;PB VT KIA VENGA                 09-18;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;108,44;238,57;135,55;;4435AGSV;false;2;R318 | Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4435ASMML;JC PB GAUCHE KIA VENGA T TOLE 09-18;JOINTS;Joint;;product;true;true;VSF Centre;23,02;50,64;28,77;;4435ASMML;false;1;JT003;import;Rapprochement Odoo par default_code a effectuer.
4435ASMMR;JC PB DROIT KIA VENGA T TOLE 09-18;JOINTS;Joint;;product;true;true;VSF Centre;23,02;50,64;28,77;;4435ASMMR;false;1;JT006;import;Rapprochement Odoo par default_code a effectuer.
4435BGNM;LUN VT KIA VENGA           09-18;LUNETTES;Lunette;;product;true;true;VSF Centre;120,77;265,69;150,96;;4435BGNM;false;2;R921 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4435LGNM5RD;DESC ARG VT KIA VENGA    09-18;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;39,22;86,29;49,03;;4435LGNM5RD;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4437AGSBLHMV1B;PB VTBL KIA SORENTO 2 CHAUF CAPT 10-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;193,21;425,06;241,51;;4437AGSBLHMV1B;false;1;R505;import;Rapprochement Odoo par default_code a effectuer.
4437AGSHMV1B;PB VT KIA SORENTO LHD CHAUF/CAP 10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;228,68;503,1;285,85;;4437AGSHMV1B;false;1;R611;import;Rapprochement Odoo par default_code a effectuer.
4437ASMRT;JC SUP PB KIA SORENTO II       09-15;JOINTS;Joint;;product;true;true;VSF Centre;11,66;25,64;14,57;;4437ASMRT;false;1;J8B;import;Rapprochement Odoo par default_code a effectuer.
4437BGNRI1J;LUN VT KIA SORENTO 12-15;LUNETTES;Lunette;;product;true;true;VSF Centre;160;352;200;;4437BGNRI1J;false;1;R931;import;Rapprochement Odoo par default_code a effectuer.
4437BYPR;LUN.PRIVACY KIA SORENTO 10-12;LUNETTES;Lunette;;product;true;true;VSF Centre;167,2;367,84;209;;4437BYPR;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4438AGABLMV1B;PB VTBL ACO SPORTAGE III  CAPT  14-16;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;121,58;267,48;151,98;;4438AGABLMV1B;false;15;Centre | R115 | R412 | R435 | R334 | R301 | R216 | R507 | R710 | R705 | R537 | R517 | R315 | R131 | R604;import;Doublon source consolide : controler quantites, prix et emplacements.
4438AGABLV;PB VTBL ACO KIA SPORTAGE III       14-16;PARE BRISE;Pare-brise;;product;true;true;Vsf Centre;115,13;253,28;143,91;;4438AGABLV;false;1;R133;import;Rapprochement Odoo par default_code a effectuer.
4438AGABLV1B;PB VTBL ACO KIA SPORTAGE III       14-16;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;144,28;317,42;180,35;;4438AGABLV1B;false;1;R726;import;Rapprochement Odoo par default_code a effectuer.
4438AGNBLHMV;PB VTBL KIA SPORTAGE LHD CHAUF/CAP 10-16;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;163,14;358,92;203,93;;4438AGNBLHMV;false;3;R622 | R702 | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
4438AGNBLMV1B;PB VTBL KIA SPORTAGE III  CAPT 10-16;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;164,18;361,19;205,22;;;false;1;R532;import;Rapprochement Odoo par default_code a effectuer.
4438ASMR;JC PB KIA SPORTAGE 3           10-16;JOINTS;Joint;;product;true;true;VSF Centre;23,66;52,06;29,58;;4438ASMR;false;16;Centre | R115 | R334 | J007 | JT007 | R507 | J6B | JD5 | J10D | JT022 | J3B | GALLERIA | GENIPA | J9G | J6D;import;Doublon source consolide : controler quantites, prix et emplacements.
4438BGNRB;LUN.VT KIA SPORTAGE 10-;LUNETTES;Lunette;;product;true;true;VSF Centre;102,98;226,56;128,72;;4438BGNRB;false;4;R318 | Centre | R309;import;Doublon source consolide : controler quantites, prix et emplacements.
4438BGNRB1J;LUN VT KIA SPORTAGE SS BECQUET 10-16;LUNETTES;Lunette;;product;true;true;VSF Centre;116,86;257,08;146,07;;4438BGNRB1J;false;2;R924;import;Doublon source consolide : controler quantites, prix et emplacements.
4438BYPRB;LUNETTE PRIVACY KIA SPORTAGE 10-16;LUNETTES;Lunette;;product;true;true;AUTOS GM;246,84;246,84;246,84;;4438BYPRB;false;3;Centre | R934;import;Doublon source consolide : controler quantites, prix et emplacements.
4438LGNR5FD;DESC AVG VT KIA SPORTAGE 10-16;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;71,06;156,34;88,83;;4438LGNR5FD;false;5;T003 | R904 | R915 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4438RGNR5FD;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT KIA SPORTAGE 10-16;GLACES LATERALES;Glace laterale;;product;true;true;??;;;;;4438RGNR5FD;false;1;R915;import;Rapprochement Odoo par default_code a effectuer. PRIX RV absent : standard_price non calculable, phase de cout a exclure.
4438RGNR5FD1M;DESC.AVD VT KIA SPORTAGE 10-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;130,55;287,21;163,19;;4438RGNR5FD1M;false;3;R226 | Centre | R910;import;Doublon source consolide : controler quantites, prix et emplacements.
4438RGNR5RD;DESC ARD VT KIA SPORTAGE 10-16;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;71,06;156,34;88,83;;4438RGNR5RD;false;1;R222;import;Rapprochement Odoo par default_code a effectuer.
4438RGNR5RV;DFL ARD KIA SPORTAGE;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;68,81;68,81;68,81;;4438RGNR5RV;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4438RGPR5RD;DESC ARD VT FONC KIA SPORTAGE 10-16;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;69,2;152,24;86,5;;4438RGPR5RD;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4438RYPR5RD;DESC ARD PRIVACY KIA SPORTAGE 10-16;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;81,46;179,2;101,82;;4438RYPR5RD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4439AGN;PB VT KIA PICANTO 3/5P LHD 11-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,2;209,44;119;;4439AGN;false;16;R308 | R309 | R225 | Centre | R206 | R611 | R507 | R730 | R614 | R310 | R633 | R538 | R413 | R728;import;Doublon source consolide : controler quantites, prix et emplacements.
4439AGN-PERDU;PB VT KIA PICANTO 3/5P LHD 11-17;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;100,04;220,09;125,05;;4439AGN-PERDU;false;1;PERDUE;import;Rapprochement Odoo par default_code a effectuer.
4439ASMH;JC KIA PICANTO 11-;JOINTS;Joint;;product;true;true;VSF Centre;23,21;51,06;29,01;;4439ASMH;false;14;R308 | Tringle | J009 | Centre | J8F | R206 | J8A | R507 | J10E | J10D | J2F | J6B;import;Doublon source consolide : controler quantites, prix et emplacements.
4439ASMH-PERDU;JC KIA PICANTO 11-17;JOINTS;Joint;;product;true;true;VSF Centre;24,38;53,64;30,48;;4439ASMH-PERDU;false;1;PERDUE;import;Rapprochement Odoo par default_code a effectuer.
4439BGNHI1H;LUNETTE TEINTÉ VERT KIA PICANTO 3 ET 5 PORTES 11-17;LUNETTES;Lunette;;product;true;true;AUTOS GM;256,11;256,11;256,11;;4439BGNHI1H;false;5;Centre | Dépôt 2 | R934 | R927;import;Doublon source consolide : controler quantites, prix et emplacements.
4439BYPHI1H;LUN PRIV KIA PICANTO 3/5P 11-17;LUNETTES;Lunette;;product;true;true;VSF Centre;127,54;280,6;159,43;;4439BYPHI1H;false;1;R933;import;Rapprochement Odoo par default_code a effectuer.
4439LGNH3FDW1M;DESC AVG KIA PICANTO 11-17;GLACES LATERALES;Glace laterale;;product;true;true;AUTOS GM;141,88;141,88;141,88;;4439LGNH3FDW1M;false;3;Centre | R906;import;Doublon source consolide : controler quantites, prix et emplacements.
4439LGNH5FDW1M;DESC AVG VT KIA PICANTO 5P 11-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;60,53;133,16;75,66;;4439LGNH5FDW1M;false;4;Centre | T003 | R233 | R914;import;Doublon source consolide : controler quantites, prix et emplacements.
4439LGNH5RV;DEFL ARG VT KIA PICANTO 5P 11-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;17,96;39,51;22,45;;4439LGNH5RV;false;1;T001;import;Rapprochement Odoo par default_code a effectuer.
4439RGNH3FDW1M;DESC AVD VT KIA PICANTO 3P 11-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,07;116,76;66,34;;4439RGNH3FDW1M;false;1;R906;import;Rapprochement Odoo par default_code a effectuer.
4439RGNH5FDW1M;DESC AVD VT KIA PICANTO 5P 11-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;69,95;153,89;87,44;;4439RGNH5FDW1M;false;1;R234;import;Rapprochement Odoo par default_code a effectuer.
4439RGNH5RV;DEFL ARD VT KIA PICANTO 5P 11-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;16,26;35,76;20,32;;4439RGNH5RV;false;4;Centre | T001 | R904 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4440AGNMV1B;PB VT KIA RIO III LHD CAPT      11-17;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;116,03;255,27;145,04;;4440AGNMV1B;false;1;R530;import;Rapprochement Odoo par default_code a effectuer.
4440AGSBLMOV1B;PB VTBL KIA RIO III LHD CAPT HUMID 11-17;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;179;393,8;223,75;;4440AGSBLMOV1B;false;1;R114;import;Rapprochement Odoo par default_code a effectuer.
4440ASMH;JC PB VT KIA RIO III 5P 11-17;JOINTS;Joint;;product;true;true;VSF Centre;40,77;89,69;50,96;;4440ASMH;false;1;JT014;import;Rapprochement Odoo par default_code a effectuer.
